,Code,Name,Latitude,Longitude,Acres,att_2011,att_2012,att_2013,att_2014,att_2015,att_2016,att_2017,att_2018,att_2019,att_2020,att_Average
379,TUPE,Tupelo National Battlefield,34.307545,-88.720974,0.998723173,0,0,0,0,0,0,0,0,0,0,0
380,TUAI,Tuskegee Airmen National Historic Site,32.4505152,-85.6773793,89.00757953,16244,23716,19301,24319,22662,31133,39322,26829,30097,6843,24047
381,TUIN,Tuskegee Institute National Historic Site,32.4283309,-85.7091633,61.88549572,23288,24030,47766,11786,7961,8452,20407,37486,36395,4737,22231
382,TUZI,Tuzigoot National Monument,34.5636358,-111.8543178,812.6510355,101104,97388,85746,74903,95065,104604,109388,98090,98538,78358,94318
383,ULSG,Ulysses S. Grant National Historic Site,38.547834,-90.356985,9.877209432,35664,39373,38604,40287,39048,46071,59761,43602,39449,15236,39710
384,UPDE,Upper Delaware Scenic and Recreational River,41.6199728,-75.0508572,57156.095,270390,255586,228464,230845,243246,264362,253537,220966,215537,250198,243313
385,VALL,Valles Caldera National Preserve,35.9,-106.533333,88955.20101,0,0,0,0,0,0,0,0,0,30434,30434
386,VAFO,Valley Forge National Historical Park,40.095596,-75.423987,3450.474388,1303046,1442750,1962889,1990881,2143965,2428724,2159592,1881362,2259944,2012832,1958599
387,VAMA,Vanderbilt Mansion National Historic Site,41.77043,-73.932905,210.6298923,367680,423107,372569,398447,431961,387856,360436,340870,326822,217231,362698
388,VICK,Vicksburg National Military Park,32.345551,-90.855577,2507.66933,796035,573262,573838,550874,532444,508914,475074,474387,576456,176236,523752
389,VIVE,Vietnam Veterans Memorial,38.891110999999995,-77.047778,2.184970611,4020127,4424407,4142721,4403467,5597077,5299713,5072589,4719148,4580587,1585525,4384536
390,VICR,Virgin Islands Coral Reef National Monument,18.306110999999998,-64.726944,13906.75595,0,0,0,0,0,0,0,0,0,0,0
391,VIIS,Virgin Islands National Park,18.34215,-64.767569,15016.94354,442414,483341,438601,426930,438372,411343,304408,112287,133398,167540,335863
392,VOYA,Voyageurs National Park,48.6020835,-93.403716,204706.6037,177184,214841,233390,239160,238313,241912,237250,239656,232974,263091,231777
393,WACO,Waco Mammoth National Monument,31.605999999999998,-97.175,107.22750020000001,0,0,0,0,20551,69510,101792,106932,111331,46457,76096
394,WACA,Walnut Canyon National Monument,35.238961,-111.570755,3241.119342,125003,110748,125267,135230,153322,152444,165134,167736,152333,107422,139464
395,WAPA,War in the Pacific,13.44645,144.786636,1904.9263039999998,482391,255923,266267,266191,322463,488988,384610,387856,432213,318711,360561
396,WAMO,Washington Monument,38.889444,-77.035278,104.414614,430153,0,0,423170,493550,252677,0,0,108410,83585,179155
397,WABA,Washita Battlefield National Historic Site,35.6175,-99.700278,319.75971789999994,10995,10615,8434,13186,12067,12312,11831,13437,9119,12520,11452
398,WEFA,Weir Farm National Historic Site,41.2566156,-73.4562524,68.69200897,22415,21465,22862,34082,47220,39079,38096,35382,38700,25430,32473
399,WHIS,Whiskeytown-Shasta-Trinity National Recreation Area,40.612879,-122.573041,42138.14709,761710,814374,776025,851901,843845,875565,832063,585768,687159,805295,783371
400,WHHO,White House,38.8977,-77.0365,18.35200537,1356208,1257032,889692,1293314,1429424,1600631,1917638,1521711,1170028,484052,1291973
401,WHSA,White Sands National Park,32.7696209,-106.3182956,148232.8351,428924,447385,490544,503660,497506,555793,612468,603008,608785,415383,516346
402,WHMI,Whitman Mission National Historic Site,46.04,-118.461389,138.7609169,57611,60785,57686,58499,39525,50148,47757,49274,48481,34933,50470
403,WIHO,William Howard Taft National Historic Site,39.119518,-84.508156,3.649692951,21141,19416,21102,23609,24385,30723,37425,30202,32396,11100,25150
404,WICR,Wilson's Creek National Battlefield,37.115556,-93.42,2442.196427,192865,167205,157309,161058,161004,183698,206346,220276,232838,287260,196986
405,WICA,Wind Cave National Park,43.55635,-103.47865,33927.52794,538394,529083,516142,547022,612198,617377,619924,656397,615350,448405,570029
406,WOTR,Wolf Trap National Park for the Performing Arts,38.936944,-77.261944,134.0228807,425177,426996,441166,388283,407351,437513,424364,365540,402580,30073,374904
407,WORI,Women's Rights National Historical Park,42.9106968,-76.8001038,7.533522308999999,25426,29585,30137,30254,38139,52683,61806,42784,39064,8237,35812
408,WWIM,World War I Memorial,38.896111,-77.032778,2.0666069019999997,0,0,0,0,0,0,0,0,0,0,0
409,WWII,World War II Memorial,38.8894,-77.040517,8.582182834,3752172,4161685,3934166,4230793,5068224,4856532,4876842,4652865,4831327,1924128,4228873
410,WRST,Wrangell-St. Elias National Park,61.5614999,-143.8523096,13179791.86,65225,87158,69984,74722,80366,79047,68292,79450,74518,16655,69542
411,WRBR,Wright Brothers National Memorial,35.938547,-75.712322,428.660442,445455,466816,447796,430517,437184,458776,414244,360669,400135,277963,413956
412,WUPA,Wupatki National Monument,35.238961,-111.570755,35429.462230000005,216165,201365,190878,195962,212828,223172,236454,205122,187059,146074,201508
413,YELL,Yellowstone National Park,44.462085,-110.642441,2199455.7290000003,3394326,3447729,3188030,3513484,4097710,4257177,4116524,4115000,4020288,3806306,3795657
414,YOSE,Yosemite National Park,37.7189997,-119.5571677,745901.2575,3951393,3853404,3691191,3882642,4150217,5028868,4336890,4009436,4422861,2268313,3959522
415,YUHO,Yucca House National Monument,37.16748,-108.525539,35.61132413,0,0,0,0,0,0,0,0,0,0,0
416,YUCH,Yukon-Charley Rivers National Preserve,64.78943,-141.202849,2522690.1780000003,1718,1393,3914,2329,1133,1146,952,1272,1114,666,1564
417,ZION,Zion National Park,37.240801,-112.941626,148709.0954,2825505,2973607,2807387,3189696,3648846,4295127,4504812,4320033,4488268,3591254,3664454
